
codice_cliente,value_segment,life_stage,num_products,engagement_level,strategic_segment,nba_recommendation,urgency_tier,cluster,num_claims,total_claim_amount,num_complaints,num_interactions,conversion_rate,casa_owned,salute_owned,investimento_owned,pip_owned
11964,Mid-Retail,Young Family,1,At-Risk,Mid-Retail Young Family,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
11965,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,HIGH,-1,0.0,0.0,3.0,4.0,0.0,0,0,1,0
11966,Upper-Retail,Retired,1,Champion,Upper-Retail Retired,Casa,HIGH,-1,1.0,44904.0,2.0,4.0,0.25,0,0,0,0
11967,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,HIGH,-1,1.0,5161.0,2.0,5.0,0.2,0,0,0,0
11968,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,3.0,4.0,0.0,0,0,1,0
11969,Mid-Retail,Young Professional,2,At-Risk,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,1,0
11970,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
11971,Mid-Retail,Young Family,2,Neutral,Mid-Retail Young Family,Casa,LOW,-1,1.0,1283.0,2.0,1.0,0.0,0,0,1,0
11972,Upper-Retail,Established Family,2,Champion,Upper-Retail Established Family,Casa,CRITICAL,4,0.0,0.0,2.0,3.0,0.6666666666666666,0,0,0,0
11973,Upper-Retail,Pre-Retirement,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,3.0,4.0,0.25,0,0,1,0
11974,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
11975,Mid-Retail,Established Family,1,At-Risk,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
11976,Mid-Retail,Established Professional,1,At-Risk,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,1,0
11977,Mid-Retail,Established Professional,2,Neutral,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
11978,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
11979,Mid-Retail,Retired,2,At-Risk,Mid-Retail Retired,Casa,LOW,-1,1.0,22461.0,2.0,0.0,0.0,0,0,0,0
11980,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,MEDIUM,-1,1.0,13064.0,2.0,0.0,0.0,0,0,0,0
11981,Upper-Retail,Pre-Retirement,1,Champion,Upper-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,5.0,0.0,0,0,0,0
11982,Upper-Retail,Established Professional,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,3,0.0,0.0,2.0,0.0,0.0,0,0,1,0
11983,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,6.0,0.0,0,0,1,0
11984,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,1.0,4.0,0.0,0,0,0,0
11985,Upper-Retail,Established Professional,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,3.0,5.0,0.0,0,0,1,0
11986,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,4.0,3.0,0.0,0,0,1,0
11987,Upper-Retail,Young Professional,2,Champion,Upper-Retail Young Professional,Casa,CRITICAL,2,0.0,0.0,2.0,7.0,0.14285714285714285,0,0,0,0
11988,Mid-Retail,Retired,1,At-Risk,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
11989,Mid-Retail,Established Professional,3,Neutral,Mid-Retail Established Professional,Casa,HIGH,-1,1.0,2425.0,3.0,1.0,0.0,0,0,1,0
11990,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
11991,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
11992,Mid-Retail,Established Professional,0,Neutral,Mid-Retail Established Professional,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
11993,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11994,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,4.0,0.0,0,0,0,0
11995,Entry-Retail,Young Professional,0,Neutral,Entry-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
11996,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11997,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,1.0,26609.0,1.0,1.0,0.0,0,0,1,0
11998,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
11999,Entry-Retail,Young Family,2,Champion,Entry-Retail Young Family,Casa,HIGH,-1,0.0,0.0,2.0,4.0,0.0,0,0,0,0
12000,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,HIGH,-1,1.0,9764.0,1.0,0.0,0.0,0,0,1,0
12001,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,1,0
12002,Upper-Retail,Young Professional,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,2.0,2.0,0.0,0,0,1,0
12003,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
12004,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
12005,Mid-Retail,Young Single,2,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,1.0,10736.0,2.0,4.0,0.0,0,0,1,0
12006,Upper-Retail,Established Professional,1,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,HIGH,-1,0.0,0.0,1.0,0.0,0.0,0,0,1,0
12007,Upper-Retail,Established Family,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,4.0,1.0,0.0,0,0,1,0
12008,Upper-Retail,Young Professional,2,At-Risk,At-Risk High Value,Retention,LOW,2,0.0,0.0,2.0,1.0,0.0,0,0,0,0
12009,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,3.0,1.0,0.0,0,0,1,0
12010,Upper-Retail,Retired,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,1.0,8247.0,3.0,3.0,0.0,0,0,1,0
12011,Entry-Retail,Young Family,1,Neutral,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
12012,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,2.0,1.0,0.0,0,0,1,0
12013,Upper-Retail,Young Family,2,Neutral,Affluent Young Families,Casa+Salute,LOW,3,0.0,0.0,3.0,1.0,0.0,0,0,1,0
12014,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,HIGH,-1,1.0,24931.0,3.0,2.0,0.0,0,0,1,0
12015,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,4.0,1.0,0.0,0,0,1,0
12016,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12017,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,3.0,1.0,0.0,0,0,0,0
12018,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
12019,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,2.0,5.0,0.4,0,0,0,0
12020,Upper-Retail,Retired,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,0,1.0,14430.0,3.0,3.0,0.0,0,0,1,0
12021,Mid-Retail,Young Single,1,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
12022,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
12023,Upper-Retail,Retired,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,3.0,6.0,0.16666666666666666,0,0,1,0
12024,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12025,Mid-Retail,Established Professional,3,Neutral,Mid-Retail Established Professional,Casa,MEDIUM,-1,1.0,2715.0,3.0,3.0,0.0,0,0,1,0
12026,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
12027,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,1.0,16273.0,3.0,4.0,0.0,0,0,1,0
12028,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
12029,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,MEDIUM,-1,1.0,19741.0,3.0,3.0,0.0,0,0,1,0
12030,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12031,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,3.0,4.0,0.25,0,0,1,0
12032,Upper-Retail,Established Family,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,HIGH,3,1.0,7651.0,3.0,1.0,0.0,0,0,1,0
12033,Entry-Retail,Young Professional,2,Neutral,Entry-Retail Young Professional,Casa,MEDIUM,-1,1.0,48972.0,2.0,2.0,0.0,0,0,0,0
12034,Mid-Retail,Young Family,3,Neutral,Mid-Retail Young Family,Casa,LOW,-1,1.0,44736.0,3.0,2.0,0.0,0,0,1,0
12035,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,3.0,3.0,0.0,0,0,0,0
12036,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,CRITICAL,-1,0.0,0.0,4.0,2.0,0.5,0,0,1,0
12037,Mid-Retail,Retired,2,Neutral,Mid-Retail Retired,Casa,LOW,-1,1.0,22139.0,2.0,3.0,0.0,0,0,0,0
12038,Mid-Retail,Pre-Retirement,3,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,1.0,7225.0,4.0,4.0,0.0,0,0,1,0
12039,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
12040,Entry-Retail,Young Professional,0,Neutral,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
12041,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,2.0,3.0,0.3333333333333333,0,0,1,0
12042,Mid-Retail,Established Professional,3,Neutral,Mid-Retail Established Professional,Casa,MEDIUM,-1,0.0,0.0,3.0,2.0,0.0,0,0,1,0
12043,Mid-Retail,Young Family,1,At-Risk,Mid-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,1.0,1.0,0.0,0,0,1,0
12044,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12045,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
12046,Mid-Retail,Established Professional,3,Neutral,Mid-Retail Established Professional,Casa,MEDIUM,-1,0.0,0.0,3.0,2.0,0.0,0,0,1,0
12047,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
12048,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,MEDIUM,-1,0.0,0.0,2.0,0.0,0.0,0,0,0,0
12049,Mid-Retail,Young Single,1,Neutral,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
12050,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
12051,Upper-Retail,Young Family,2,Neutral,Affluent Young Families,Casa+Salute,MEDIUM,3,0.0,0.0,3.0,2.0,0.0,0,0,1,0
12052,Mid-Retail,Pre-Retirement,1,At-Risk,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
12053,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,1.0,34814.0,2.0,1.0,0.0,0,0,0,0
12054,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
12055,Upper-Retail,Pre-Retirement,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,3.0,2.0,0.0,0,0,1,0
12056,Upper-Retail,Pre-Retirement,1,Champion,Upper-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
12057,Mid-Retail,Retired,2,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.5,0,0,0,0
12058,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
12059,Upper-Retail,Young Family,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,0,1.0,33654.0,3.0,3.0,0.3333333333333333,0,0,1,0
12060,Mid-Retail,Pre-Retirement,1,At-Risk,Mid-Retail Pre-Retirement,Casa,MEDIUM,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
12061,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,4.0,1.0,0.0,0,0,1,0
12062,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
12063,Upper-Retail,Established Professional,1,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,-1,0.0,0.0,1.0,4.0,0.0,0,0,1,0
12064,Mid-Retail,Established Professional,1,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,2.0,4.0,0.0,0,0,0,0
12065,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
12066,Upper-Retail,Young Professional,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,4,0.0,0.0,3.0,1.0,1.0,0,0,1,0
12067,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,1.0,20356.0,1.0,4.0,0.0,0,0,0,0
12068,Upper-Retail,Young Professional,2,Neutral,Upper-Retail Young Professional,Casa,LOW,2,0.0,0.0,2.0,0.0,0.0,0,0,0,0
12069,Upper-Retail,Young Professional,1,Neutral,Upper-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
12070,Mid-Retail,Established Family,1,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,4.0,0.0,0,0,0,0
12071,Mid-Retail,Retired,0,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
12072,Mid-Retail,Young Family,1,Neutral,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
12073,Entry-Retail,Young Single,0,Neutral,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
12074,Mid-Retail,Pre-Retirement,2,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,2.0,0.0,0.0,0,0,0,0
12075,Upper-Retail,Established Professional,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,4.0,1.0,0.0,0,0,1,0
12076,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
12077,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12078,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,MEDIUM,-1,0.0,0.0,3.0,0.0,0.0,0,0,0,0
12079,Mid-Retail,Young Single,2,At-Risk,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,2.0,2.0,0.0,0,0,1,0
12080,Upper-Retail,Young Family,2,Neutral,Affluent Young Families,Casa+Salute,MEDIUM,3,0.0,0.0,2.0,2.0,0.0,0,0,1,0
12081,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
12082,Upper-Retail,Established Professional,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,2.0,2.0,0.0,0,0,1,0
12083,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,1.0,3.0,0.3333333333333333,0,0,0,0
12084,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
12085,Mid-Retail,Retired,1,At-Risk,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
12086,Mid-Retail,Young Single,1,At-Risk,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,1.0,1.0,0.0,0,0,1,0
12087,Entry-Retail,Young Family,1,Neutral,Entry-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
12088,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
12089,Upper-Retail,Young Family,2,Champion,Affluent Young Families,Casa+Salute,CRITICAL,0,2.0,56734.0,2.0,4.0,0.0,0,0,1,0
12090,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,1,0
12091,Upper-Retail,Young Professional,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,2.0,5.0,0.0,0,0,1,0
12092,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,HIGH,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12093,Mid-Retail,Retired,3,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,1.0,1138.0,4.0,3.0,0.0,0,0,1,0
12094,Mid-Retail,Young Professional,0,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
12095,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,1.0,8730.0,1.0,3.0,0.0,0,0,0,0
12096,Upper-Retail,Established Family,2,Neutral,Upper-Retail Established Family,Casa,MEDIUM,0,1.0,44195.0,3.0,3.0,0.0,0,0,0,0
12097,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
12098,Upper-Retail,Established Family,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,0,1.0,41478.0,4.0,1.0,0.0,0,0,1,0
12099,Mid-Retail,Young Professional,2,Champion,Mid-Retail Young Professional,Casa,HIGH,-1,1.0,27270.0,4.0,3.0,0.3333333333333333,0,0,1,0
12100,Mid-Retail,Young Family,2,Neutral,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,3.0,2.0,0.0,0,0,1,0
12101,Upper-Retail,Established Family,1,Champion,Upper-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,1.0,5.0,0.2,0,0,0,0
12102,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
12103,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
12104,Mid-Retail,Established Family,0,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
12105,Upper-Retail,Young Professional,2,At-Risk,At-Risk High Value,Retention,MEDIUM,2,0.0,0.0,2.0,3.0,0.0,0,0,0,0
12106,Upper-Retail,Established Family,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,3.0,2.0,0.0,0,0,1,0
12107,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
12108,Upper-Retail,Pre-Retirement,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,3.0,2.0,0.0,0,0,1,0
12109,Upper-Retail,Established Professional,1,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,1,0
12110,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
12111,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,2.0,0.0,0.0,0,0,0,0
12112,Upper-Retail,Pre-Retirement,1,Champion,Upper-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
12113,Mid-Retail,Young Professional,1,At-Risk,Mid-Retail Young Professional,Casa,LOW,-1,1.0,16478.0,1.0,0.0,0.0,0,0,0,0
12114,Mid-Retail,Young Single,2,Neutral,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.5,0,0,1,0
12115,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,1.0,5896.0,1.0,0.0,0.0,0,0,0,0
12116,Upper-Retail,Established Professional,2,Neutral,Upper-Retail Established Professional,Casa,LOW,2,0.0,0.0,2.0,1.0,0.0,0,0,0,0
12117,Entry-Retail,Established Family,2,Champion,Entry-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,3.0,2.0,0.5,0,0,0,0
12118,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,4.0,4.0,0.0,0,0,1,0
12119,Upper-Retail,Pre-Retirement,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,2.0,3.0,0.0,0,0,1,0
12120,Mid-Retail,Established Professional,0,Neutral,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
12121,Upper-Retail,Retired,2,Champion,Upper-Retail Retired,Casa,HIGH,2,0.0,0.0,3.0,6.0,0.0,0,0,0,0
12122,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
12123,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
12124,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,3.0,5.0,0.0,0,0,0,0
12125,Mid-Retail,Established Professional,3,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,1.0,18584.0,3.0,1.0,0.0,0,0,1,0
12126,Upper-Retail,Pre-Retirement,3,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,0,1.0,25318.0,3.0,2.0,0.0,0,0,1,0
12127,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,1.0,13047.0,1.0,3.0,0.0,0,0,0,0
12128,Upper-Retail,Established Family,1,Champion,Upper-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,2.0,4.0,0.5,0,0,0,0
12129,Upper-Retail,Retired,1,At-Risk,At-Risk High Value,Retention,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
12130,Mid-Retail,Established Professional,1,Neutral,Mid-Retail Established Professional,Casa,MEDIUM,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
12131,Upper-Retail,Retired,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,3,0.0,0.0,2.0,4.0,0.0,0,0,1,0
12132,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,MEDIUM,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
12133,Mid-Retail,Retired,2,Neutral,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
12134,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
12135,Entry-Retail,Established Family,1,Neutral,Entry-Retail Established Family,Casa,MEDIUM,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
12136,Upper-Retail,Established Family,3,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,4.0,0.0,0.0,0,0,1,0
12137,Mid-Retail,Young Professional,1,At-Risk,Mid-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
12138,Upper-Retail,Established Professional,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,MEDIUM,3,0.0,0.0,3.0,2.0,0.0,0,0,1,0
12139,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,HIGH,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12140,Mid-Retail,Young Family,1,Neutral,Mid-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
12141,Mid-Retail,Young Professional,2,At-Risk,Mid-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,2.0,0.0,0.0,0,0,1,0
